Topological Index,Affected Commit,Vulnerable Commit,Commit Hash,CVEs,Vulnerable Code Unit,Code Unit Lines,Kind,Name,File,AltAvgLineBlank,AltAvgLineCode,AltAvgLineComment,AltCountLineBlank,AltCountLineCode,AltCountLineComment,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassBase,CountClassCoupled,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclFile,CountDeclFileCode,CountDeclFileHeader,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclInstanceVariablePrivate,CountDeclInstanceVariableProtected,CountDeclInstanceVariablePublic,CountDeclMethod,CountDeclMethodAll,CountDeclMethodConst,CountDeclMethodFriend,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountLineInactive,CountLinePreprocessor,CountOutput,CountPath,CountSemicolon,CountStmt,CountStmtDecl,CountStmtEmpty,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,Knots,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxEssentialKnots,MaxInheritanceTree,MaxNesting,MinEssentialKnots,PercentLackOfCohesion,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential
400,No,No,9a5c16a3e75778c8a094ca87784d93b74676f46c,,No,,Function,APIC_init_uniprocessor(),xen/arch/x86/apic.c,,,,10,30,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,48,10,27,1,22,8,1,2,11,16,15,21,0,0,21,7,7,9,3,2,,,,,2,,2,2,,0.30,,,,
400,No,No,9a5c16a3e75778c8a094ca87784d93b74676f46c,,No,,Function,DL_EXPORT(),tools/python/xen/lowlevel/xc/xc.c,,,,9,31,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,42,9,23,3,18,2,2,6,12,4,16,19,1,0,18,4,4,4,4,3,,,,,3,,1,3,,0.09,,,,
400,No,No,9a5c16a3e75778c8a094ca87784d93b74676f46c,,No,,Static Function,"DisplayUint(UINT64,INTN)",xen/common/efi/boot.c,,,,1,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,14,1,13,2,7,0,0,0,4,2,6,7,1,0,6,2,2,2,1,1,,,,,0,,1,0,,0.00,,,,
400,No,No,9a5c16a3e75778c8a094ca87784d93b74676f46c,,No,,Static Function,EISA_ELCR(unsigned int),xen/arch/x86/io_apic.c,,,,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,10,0,10,2,6,0,0,0,4,2,4,5,1,0,4,2,2,2,1,1,,,,,0,,1,0,,0.00,,,,
400,No,No,9a5c16a3e75778c8a094ca87784d93b74676f46c,,No,,Static Function,ELCR_trigger(unsigned int),xen/arch/x86/mpparse.c,,,,1,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,1,6,2,2,0,0,0,2,1,3,3,1,0,2,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
400,No,No,9a5c16a3e75778c8a094ca87784d93b74676f46c,,No,,Struct,HPETState,xen/include/asm-x86/hvm/vpt.h,0,0,0,0,9,2,0,0,0,0,0,0,0,0,0,2,0,,0,0,,,,,0,7,0,0,7,0,0,0,0,0,0,0,,9,0,9,8,0,2,0,0,,,,7,7,0,0,,,,,,0,0,0,0,,0,0,,0,0.22,0,0,0,0
400,No,No,9a5c16a3e75778c8a094ca87784d93b74676f46c,,No,,Static Function,INIT_HLIST_NODE(struct hlist_node *),xen/include/xen/list.h,,,,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,0,5,1,2,0,0,0,4,1,2,2,0,0,2,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
400,No,No,9a5c16a3e75778c8a094ca87784d93b74676f46c,,No,,Static Function,INIT_LIST_HEAD(struct list_head *),xen/include/xen/list.h,,,,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,5,0,5,1,2,0,0,0,4,1,2,2,0,0,2,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
400,No,No,9a5c16a3e75778c8a094ca87784d93b74676f46c,,No,,Static Function,IO_APIC_irq_trigger(int),xen/arch/x86/io_apic.c,,,,1,12,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,16,1,12,2,6,3,0,0,4,4,8,11,1,0,10,4,4,5,4,5,,,,,5,,3,5,,0.25,,,,
400,No,No,9a5c16a3e75778c8a094ca87784d93b74676f46c,,No,,Static Function,Intel_errata_workarounds(struct cpuinfo_x86 *),xen/arch/x86/cpu/intel.c,,,,2,16,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,18,2,16,2,10,1,0,0,4,6,7,10,1,0,9,4,4,10,1,0,,,,,0,,2,0,,0.06,,,,
