Topological Index,Affected Commit,Vulnerable Commit,Commit Hash,CVEs,Vulnerable Code Unit,Code Unit Lines,Kind,Name,File,AltAvgLineBlank,AltAvgLineCode,AltAvgLineComment,AltCountLineBlank,AltCountLineCode,AltCountLineComment,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassBase,CountClassCoupled,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclFile,CountDeclFileCode,CountDeclFileHeader,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclInstanceVariablePrivate,CountDeclInstanceVariableProtected,CountDeclInstanceVariablePublic,CountDeclMethod,CountDeclMethodAll,CountDeclMethodConst,CountDeclMethodFriend,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountLineInactive,CountLinePreprocessor,CountOutput,CountPath,CountSemicolon,CountStmt,CountStmtDecl,CountStmtEmpty,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,Knots,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxEssentialKnots,MaxInheritanceTree,MaxNesting,MinEssentialKnots,PercentLackOfCohesion,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential
11,Yes,Yes,7f188926f73457ae029d572fd7b6e790e8f4fde6,"[""CVE-2012-0021""]",No,"[1236, 1281]",Static Function,"add_custom_log(cmd_parms *,void *,const char *,const char *,const char *)",modules/loggers/mod_log_config.c,,,,3,43,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,46,3,43,7,30,0,0,0,13,10,19,26,4,0,22,8,8,10,7,17,,,,,16,,3,16,,0.00,,,,
11,Yes,Yes,7f188926f73457ae029d572fd7b6e790e8f4fde6,"[""CVE-2012-0021""]",No,"[1586, 1630]",Static Function,"ap_buffered_log_writer(request_rec *,void *,const char **,int *,int,apr_size_t)",modules/loggers/mod_log_config.c,,,,6,39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,45,6,39,12,20,0,0,0,8,9,23,28,6,0,22,6,6,6,1,2,,,,,0,,2,0,,0.00,,,,
11,Yes,Yes,7f188926f73457ae029d572fd7b6e790e8f4fde6,"[""CVE-2012-0021""]",No,"[1572, 1585]",Static Function,"ap_buffered_log_writer_init(apr_pool_t *,server_rec *,const char *)",modules/loggers/mod_log_config.c,,,,1,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,14,1,13,3,7,0,0,0,5,2,6,7,1,0,6,2,2,2,1,1,,,,,0,,1,0,,0.00,,,,
11,Yes,Yes,7f188926f73457ae029d572fd7b6e790e8f4fde6,"[""CVE-2012-0021""]",No,"[1517, 1540]",Static Function,"ap_default_log_writer(request_rec *,void *,const char **,int *,int,apr_size_t)",modules/loggers/mod_log_config.c,,,,5,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,24,5,19,10,6,0,0,0,4,2,11,12,4,0,8,2,2,2,1,0,,,,,0,,1,0,,0.00,,,,
11,Yes,Yes,7f188926f73457ae029d572fd7b6e790e8f4fde6,"[""CVE-2012-0021""]",No,"[1541, 1571]",Static Function,"ap_default_log_writer_init(apr_pool_t *,server_rec *,const char *)",modules/loggers/mod_log_config.c,,,,2,29,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,31,2,29,6,17,0,0,0,7,5,14,18,4,1,13,5,5,5,5,5,,,,,5,,2,5,,0.00,,,,
11,Yes,Yes,7f188926f73457ae029d572fd7b6e790e8f4fde6,"[""CVE-2012-0021""]",No,"[1509, 1515]",Static Function,ap_log_set_writer(ap_log_writer *),modules/loggers/mod_log_config.c,,,,1,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,7,1,6,2,3,0,0,0,2,1,3,3,1,0,2,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
11,Yes,Yes,7f188926f73457ae029d572fd7b6e790e8f4fde6,"[""CVE-2012-0021""]",No,"[1501, 1508]",Static Function,ap_log_set_writer_init(ap_log_writer_init *),modules/loggers/mod_log_config.c,,,,2,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,8,2,6,2,3,0,0,0,2,1,3,3,1,0,2,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
11,Yes,Yes,7f188926f73457ae029d572fd7b6e790e8f4fde6,"[""CVE-2012-0021""]",No,"[1492, 1500]",Static Function,"ap_register_log_handler(apr_pool_t *,char *,ap_log_handler_fn_t *,int)",modules/loggers/mod_log_config.c,,,,1,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,9,1,8,3,4,0,0,0,4,1,4,4,1,0,3,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
11,Yes,Yes,7f188926f73457ae029d572fd7b6e790e8f4fde6,"[""CVE-2012-0021""]",No,"[406, 414]",Static Function,"clf_log_bytes_sent(request_rec *,char *)",modules/loggers/mod_log_config.c,,,,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,9,0,9,1,4,0,0,0,2,2,2,3,0,0,3,2,2,3,1,1,,,,,0,,1,0,,0.00,,,,
11,Yes,Yes,7f188926f73457ae029d572fd7b6e790e8f4fde6,"[""CVE-2012-0021""]",No,"[1053, 1128]",Static Function,"config_log_transaction(request_rec *,config_log_state *,apr_array_header_t *)",modules/loggers/mod_log_config.c,,,,7,65,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,76,7,65,13,40,4,0,0,9,245,35,49,11,0,38,16,16,16,9,13,,,,,13,,3,13,,0.06,,,,
