Topological Index,Affected Commit,Vulnerable Commit,Commit Hash,CVEs,Vulnerable Code Unit,Code Unit Lines,Kind,Name,File,AltAvgLineBlank,AltAvgLineCode,AltAvgLineComment,AltCountLineBlank,AltCountLineCode,AltCountLineComment,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassBase,CountClassCoupled,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclFile,CountDeclFileCode,CountDeclFileHeader,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclInstanceVariablePrivate,CountDeclInstanceVariableProtected,CountDeclInstanceVariablePublic,CountDeclMethod,CountDeclMethodAll,CountDeclMethodConst,CountDeclMethodFriend,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountLineInactive,CountLinePreprocessor,CountOutput,CountPath,CountSemicolon,CountStmt,CountStmtDecl,CountStmtEmpty,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,Knots,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxEssentialKnots,MaxInheritanceTree,MaxNesting,MinEssentialKnots,PercentLackOfCohesion,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential
19,Yes,Yes,6346ece4d953e367f08263a5f2a814e2a9f1a946,"[""CVE-2014-0231""]",Unknown,,Static Function,APR_OPTIONAL_FN_TYPE(),modules/generators/mod_cgid.c,,,,2,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,18,2,16,15,5,0,0,0,1,1,1,1,1,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
19,Yes,Yes,6346ece4d953e367f08263a5f2a814e2a9f1a946,"[""CVE-2014-0231""]",No,"[1748, 1772]",Static Function,add_ssi_vars(request_rec *),modules/generators/mod_cgid.c,,,,5,20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,25,5,20,4,13,0,0,0,8,6,10,13,3,0,10,4,4,5,1,0,,,,,0,,2,0,,0.00,,,,
19,Yes,Yes,6346ece4d953e367f08263a5f2a814e2a9f1a946,"[""CVE-2014-0231""]",No,"[581, 595]",Static Function,"cgid_child_errfn(apr_pool_t *,apr_status_t,const char *)",modules/generators/mod_cgid.c,,,,2,9,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,15,2,9,4,3,4,0,0,3,1,5,5,2,0,3,1,1,1,1,0,,,,,0,,0,0,,0.44,,,,
19,Yes,Yes,6346ece4d953e367f08263a5f2a814e2a9f1a946,"[""CVE-2014-0231""]",Yes,"[1369, 1680]",Static Function,cgid_handler(request_rec *),modules/generators/mod_cgid.c,,,,45,201,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,312,45,196,25,136,67,2,5,54,20429,111,140,23,0,117,31,31,41,20,30,,,,,30,,4,27,,0.34,,,,
19,Yes,Yes,6346ece4d953e367f08263a5f2a814e2a9f1a946,"[""CVE-2014-0231""]",No,"[897, 955]",Static Function,"cgid_init(apr_pool_t *,apr_pool_t *,apr_pool_t *,server_rec *)",modules/generators/mod_cgid.c,,,,7,49,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,59,7,49,8,37,3,0,0,20,8,30,35,5,0,30,6,6,8,4,3,,,,,3,,2,3,,0.06,,,,
19,Yes,Yes,6346ece4d953e367f08263a5f2a814e2a9f1a946,"[""CVE-2014-0231""]",No,"[890, 895]",Static Function,"cgid_pre_config(apr_pool_t *,apr_pool_t *,apr_pool_t *)",modules/generators/mod_cgid.c,,,,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,0,6,2,2,0,0,0,2,1,2,2,0,0,2,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
19,Yes,Yes,6346ece4d953e367f08263a5f2a814e2a9f1a946,"[""CVE-2014-0231""]",No,"[597, 863]",Static Function,cgid_server(void *),modules/generators/mod_cgid.c,,,,30,196,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,267,30,177,28,140,45,16,10,45,1449,91,110,25,0,85,20,20,28,13,15,,,,,15,,3,11,,0.25,,,,
19,Yes,Yes,6346ece4d953e367f08263a5f2a814e2a9f1a946,"[""CVE-2014-0231""]",No,"[865, 888]",Static Function,"cgid_start(apr_pool_t *,server_rec *,apr_proc_t *)",modules/generators/mod_cgid.c,,,,1,23,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,24,1,20,2,13,1,1,2,13,4,9,12,0,0,12,5,5,5,1,1,,,,,0,,2,0,,0.05,,,,
19,Yes,Yes,6346ece4d953e367f08263a5f2a814e2a9f1a946,"[""CVE-2014-0231""]",No,"[119, 123]",Static Function,cgid_suexec_id_doer(const request_rec *),modules/generators/mod_cgid.c,,,,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,0,5,1,2,0,0,0,2,1,1,1,0,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
19,Yes,Yes,6346ece4d953e367f08263a5f2a814e2a9f1a946,"[""CVE-2014-0231""]",No,"[1308, 1327]",Static Function,"cleanup_nonchild_process(request_rec *,pid_t)",modules/generators/mod_cgid.c,,,,1,19,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,20,1,19,1,14,1,0,0,6,3,8,10,0,0,10,3,3,3,3,2,,,,,2,,1,2,,0.05,,,,
