Topological Index,Affected Commit,Vulnerable Commit,Commit Hash,Vulnerable Code Unit,Patched Code Unit,Visibility,Complement,Kind,Name,File,AltAvgLineBlank,AltAvgLineCode,AltAvgLineComment,AltCountLineBlank,AltCountLineCode,AltCountLineComment,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassBase,CountClassCoupled,CountClassDerived,CountDeclClassMethod,CountDeclClassVariable,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclInstanceVariablePrivate,CountDeclInstanceVariableProtected,CountDeclInstanceVariablePublic,CountDeclMethod,CountDeclMethodAll,CountDeclMethodConst,CountDeclMethodFriend,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountLineInactive,CountLinePreprocessor,CountStmt,CountStmtDecl,CountStmtEmpty,CountStmtExe,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxInheritanceTree,MaxNesting,PercentLackOfCohesion,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential
0,No,No,db68a0c656fd42876e5fa5979b0637904785485d,No,No,default,Struct,Struct,CompContext,server/mpm/winnt/mpm_winnt.h,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,12,0,0,12,0,0,0,0,0,0,0,14,0,14,13,0,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,No,No,db68a0c656fd42876e5fa5979b0637904785485d,No,No,default,Struct,Struct,EXTENSION_CONTROL_BLOCK,modules/arch/win32/mod_isapi.h,0,0,0,1,19,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,17,0,0,17,0,0,0,0,0,0,0,20,1,19,18,0,0,0,0,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,No,No,db68a0c656fd42876e5fa5979b0637904785485d,No,No,default,Struct,Struct,HSE_SEND_HEADER_EX_INFO,modules/arch/win32/mod_isapi.h,0,0,0,0,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,15,0,7,6,0,13,0,0,5,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,No,No,db68a0c656fd42876e5fa5979b0637904785485d,No,No,default,Struct,Struct,HSE_TF_INFO,modules/arch/win32/mod_isapi.h,0,0,0,0,13,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,11,0,0,0,0,0,0,0,20,0,13,12,0,17,0,0,11,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,No,No,db68a0c656fd42876e5fa5979b0637904785485d,No,No,default,Struct,Struct,HSE_URL_MAPEX_INFO,modules/arch/win32/mod_isapi.h,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,8,0,8,7,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,No,No,db68a0c656fd42876e5fa5979b0637904785485d,No,No,default,Struct,Struct,HSE_VERSION_INFO,modules/arch/win32/mod_isapi.h,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,4,0,4,3,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,No,No,db68a0c656fd42876e5fa5979b0637904785485d,No,No,default,Struct,Struct,NWSSLSrvConfigRec,modules/arch/netware/mod_nw_ssl.c,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,5,0,5,4,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,No,No,db68a0c656fd42876e5fa5979b0637904785485d,No,No,default,Struct,Struct,SSLSrvConfigRec,modules/ssl/ssl_private.h,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,12,0,12,11,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,No,No,db68a0c656fd42876e5fa5979b0637904785485d,No,No,default,Struct,Struct,_direntry,support/htcacheclean.c,0,0,0,0,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,6,1,1,0,0,0,0,1,9,0,9,8,0,6,0,0,7,7,0,0,0,0,0,0,0,0,100,0,0,0,0,0
0,No,No,db68a0c656fd42876e5fa5979b0637904785485d,No,No,default,Struct,Struct,_entry,support/htcacheclean.c,0,0,0,0,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,7,1,1,0,0,0,0,1,10,0,10,9,0,7,0,0,8,8,0,0,0,0,0,0,0,0,100,0,0,0,0,0
